stars,comment
5.0 out of 5 stars,"







  
  
    Best suit for toddlers to understand and learn new words
  
"
3.0 out of 5 stars,"







  
  
    Being a kids items, it should been with water proof. All the books have spoiled due to water entry.
  
"
3.0 out of 5 stars,"







  
  
    This book size is small.....nice to refer it's like pocket size
  
"
5.0 out of 5 stars,"







  
  
    The books are of great quality. Thickness is good and they are very handy. It can fit Perfectly in baby hands.
  
"
5.0 out of 5 stars,"







  
  
    Quality is perfect and the preschooler can have a little  Library of their own at home
  
"
5.0 out of 5 stars,"







  
  
    Useful for kids
  
"
5.0 out of 5 stars,"







  
  
    This a amazing Book for Little ones. The the quality of these books are tooo goodMust buy.
  
"
4.0 out of 5 stars,"







  
  
    Very small.. quality size
  
"
5.0 out of 5 stars,"







  
  
    Nice books my baby use to see and able to identify what exactly the pictures is.
  
"
4.0 out of 5 stars,"







  
  
    What a qulaity product yaar...My daughter is always with this books..Good product from amazone
  
"
5.0 out of 5 stars,"







  
  
    Very good books.  They are binded properly for rough usage by small kids.  The colors and pages are very good.  Note that only 20 or so one side pages per book.  The books come with a hard case to keep them together.
  
"
5.0 out of 5 stars,"







  
  
    Good product....👍
  
"
5.0 out of 5 stars,"







  
  
    Best one ""to avoid babies watching TV and Mobile for a long time.""
  
"
5.0 out of 5 stars,"







  
  
    My kid had a wide smile seeing all the pictures. Must have in every home where u can engage ur kid for atleast an hour.worth the buy. Books are so handy for the kids and  safe since the pages are think and edges are rounded.
  
"
4.0 out of 5 stars,"







  
  
    Its good
  
"
4.0 out of 5 stars,"







  
  
    Good
  
"
5.0 out of 5 stars,"







  
  
    Very helpful in making kids learn. You can actually keep your kids off screen for good amount of time.
  
"
5.0 out of 5 stars,"







  
  
    nice
  
"
5.0 out of 5 stars,"







  
  
    My son love the colour and d pictures in the books .good way to engage ur kid
  
"
4.0 out of 5 stars,"







  
  
    Good
  
"
5.0 out of 5 stars,"







  
  
    Excellent decision to buy this book for my daughter when she was just 1 year old. Great beginning for home schooling.
  
"
5.0 out of 5 stars,"







  
  
    My 1.5 years old baby live the books. Quality of pages, picture print, attractive colors used in books inside nd outside for kids, because of small in size it is easy to hold it in my baby’s hand nd turn over the pages. He can roughly use it without a worry of damage. Awesome product. Even my child learn 4-5 new things only in one day.
  
"
5.0 out of 5 stars,"







  
  
    I took it for my nephew...he likes it the most
  
"
4.0 out of 5 stars,"







  
  
    Quality is super ...first n for most it is MADE IN INDIA .👌👌👌..pakka local(prakash books published)....Happy for Boycott ing chaniess toys
  
"
4.0 out of 5 stars,"







  
  
    We received the pack today and felt much happier after opening the box. Each book is well laminated and bounded with safe curvy edges. Hope our child would enjoy them. Worth purchasing the product. Thank you
  
"
5.0 out of 5 stars,"







  
  
    Very very useful books. I got it for my 15 year old baby . She liked it from beginning . Within 5-6 months she can identify all pictures and likes turning around pages . It keeps her engaged for quiet a lot of time. Good buy
  
"
2.0 out of 5 stars,"







  
  
    Size is too smallwith this price range i think.not as per expectations..
  
"
4.0 out of 5 stars,"







  
  
    Good books for kids
  
"
4.0 out of 5 stars,"







  
  
    Very nice, good products for infants. Product quality is good and affordable price.
  
"
5.0 out of 5 stars,"







  
  
    I was confused initially but then I gave a try and now my 19 months old baby enjoys studying as she try to recall things
  
"
4.0 out of 5 stars,"







  
  
    The size of the books📚📚 are very small but paper quality is very good
  
"
5.0 out of 5 stars,"







  
  
    I bought these books for my 11 month old baby and she liked it very much.
  
"
3.0 out of 5 stars,"







  
  
    Could have been better if the print quality and colour is improved. Other wise just does the job.
  
"
5.0 out of 5 stars,"







  
  
    Very much satisfied product....my daughter likes it very much....love the product best value for money...must buy...thank u amazon for such a wonderfull base of learning...everyone should buy...size is ok clarity of images are very good and atteractive😍😍😍...Very useful.....Thank you...♥️♥️♥️
  
"
4.0 out of 5 stars,"







  
  
    The books r good but small in size good for the kids very useful
  
"
5.0 out of 5 stars,"







  
  
    Size is small but it is good.
  
"
4.0 out of 5 stars,"







  
  
    Books are very nice.. edges are curved & wont harm infants..
  
"
5.0 out of 5 stars,"







  
  
    Must buy for a child. Apt library for the lil ones who are stepping into the world of letters. My 2 year old just loved this. Dear moms, no second thoughts for this.😍👌👌👌
  
"
4.0 out of 5 stars,"







  
  
    Loved the finishing and material..but size is a bit small...would have appreciated more if  size had been bigger..♥️otherwise lovely product
  
"
3.0 out of 5 stars,"







  
  
    Books Smells of solvent adhesive used for pasting the pages. Not so safe for babies. Manufacturers should consider this & use safer raw materials while manufacturing this product as they know this will be used by infant babies who are very sensitive to any chemical smell.
  
"
4.0 out of 5 stars,"







  
  
    pretty good set of books for early learning, would had preferred more of indian centric veg fruits as some listed are imports not originally avaliable in india...!
  
"
5.0 out of 5 stars,"







  
  
    Awesome bookset....In this Covid period good option for home schooling for 3 to 4 years kid...My kid is enjoying it...Good quality and hardness of pages so that kids wont fold it...
  
"
4.0 out of 5 stars,"







  
  
    Books are simple and educative for kids. My 1.8yrs yrs old niece is already identifying the animals, fruits, vegetables etc around her by just remembering the images she has seen in the books.One star less for the late delivery and missing book on shapes.
  
"
5.0 out of 5 stars,"







  
  
    Good quality and very strong pages
  
"
5.0 out of 5 stars,"







  
  
    My kid like this product.... He spend more time  these book and he avoid mobile... Very happy 😊😊😊 before join to the school definitely purchase these books
  
"
5.0 out of 5 stars,"







  
  
    very nice product.Quality is very good ,can be used for long time.very much durable.Nice color n picture used.
  
"
4.0 out of 5 stars,"







  
  
    Very good bold images, but with western English language. The books are very small as can be seen in pic..entire set can be held in our palm.
  
"
5.0 out of 5 stars,"







  
  
    Useful for kids and quality of books is great
  
"
